group_name,subgenre,country,cat_front_gender,num_bpm_pref,num_growl_tolerance,num_blastbeat_tolerance,num_distortion_preference,num_tempo_variability,num_aggressivity_score,num_speed_score,num_heaviness_score,num_chain_listen_hours,num_riff_complexity_score,num_time_signature_complexity,num_song_length_avg,num_nb_bands_known,num_nb_subgenres_known,num_nb_albums_per_month,num_reading_hours_music,num_research_hours_music,num_youtube_gear_hours,num_theory_level,num_concerts_per_year,num_festivals_per_year,num_mosh_participation,num_crowdsurf_count,num_bruises_after_concert,num_decibels_tolerance,num_travel_for_festival_km,num_money_spent_concerts,num_nb_tour_merch_items,num_hearing_loss_risk_score,num_streaming_hours,num_social_media_hours,num_music_discovery_hours,num_spotify_discover_like_rate,num_yt_comment_rate,num_instagram_posts_music,num_discord_server_activity,num_playlist_creation_rate,num_audio_gear_spending,num_nb_headphones_owned,num_noise_var01,num_noise_var02,num_noise_var03,num_noise_var04,num_noise_var05,num_noise_var06,num_noise_var07,num_noise_var08,num_noise_var09,num_noise_var10,cat_subgenre_main,cat_subgenre_secondary,cat_favorite_band,cat_favorite_label,cat_favorite_instrument,cat_vocal_preference,cat_drumming_style,cat_guitar_style,cat_production_preference ,cat_music_platform,cat_clothing_style,cat_shoes,cat_festival_type,cat_mosh_preference ,cat_hair_length,cat_music_consumption_device,cat_listening_context,cat_record_collection_size,cat_tv_shows_pref,cat_social_presence,cat_fav_color,cat_spiritual_theme_pref,cat_lyric_style,cat_merch_preference,cat_art_style,cat_gig_pref,cat_social_metal_subculture,cat_spotify_usage,cat_favorite_era,cat_main_activity_at_concert,Unnamed: 83,cat_intensity_profile,cat_technicite_profile,cat_live_engagement,cat_digital_profile,cat_segment_label,cat_noise_var01,cat_noise_var02,cat_noise_var03,cat_noise_var04,cat_noise_var05,cat_noise_var06,cat_noise_var07,cat_noise_var08,cat_noise_var09,cat_noise_var10
Rage of Light,melodic death metal,switzerland,female,214.05846743644275,8.889608133397582,9.52459111358782,8.097570710982993,7.135580529289735,7.948770602864344,9.497547998409813,10.0,7.337022119560396,8.06297236795268,5.411860821441669,4.313482200027891,100.02066870888218,7.342160716374198,5.1785577086365935,4.595820520112887,5.358797623869313,2.6924681241924087,6.785792571918666,4.0,3.0,10.0,3.0,4.687925095401321,7.648200412112564,905.4156728204814,829.5792746128136,3.0,5.514314989525111,8.808388601373903,7.198318192455625,4.649198504080082,5.423377027131117,2.852057587389854,1.2951823232758968,4.13016146810641,4.703503817230597,563.604380101986,3.824823876832955,-1.4302532832423676,0.32468165322885006,1.0730092859616567,0.6953771478606484,-0.4009984788023845,-0.8014387797551964,0.7183479613308372,-0.816847902375455,0.315581254197363,-1.085570234915503,melodic death metal,technical death metal,Rage of Light,underground,guitar,clean,technical,chugging,lofi,spotify,battle_jacket,boots,outdoor,full,long,speakers,home,medium,horror,active,black,nihilism,gore,hoodies,brutal,arena,casual,playlists,old_school,film,,extreme,high,intense,active,A,X,X,X,Y,X,W,Z,X,Y,Y
Rammstein,industrial metal,germany,male,166.58990054860948,6.470598642099008,5.399452025099528,5.398297955157192,4.837296586336207,7.1616569270191555,7.867296678195742,6.010421303584559,5.202469527963245,9.671042615281975,7.5328255253954834,5.715521759935282,119.56490514538633,6.419513786154724,4.966489154110176,5.438656431326751,7.09727410976169,4.302322308466288,6.8281976360239955,4.0,0.0,8.774642398748037,3.0,5.900005981408355,8.72120785547181,1171.7097624304558,1158.6873736452621,4.0,6.673705373168055,10.0,9.737131118205216,8.020992503756467,8.231238374413,6.265566771766839,3.6861718090437394,6.87994730608051,6.727918333257726,1237.5120950771225,6.650676828090663,0.7771284592755282,1.1171058114560313,0.6485658379660353,-1.8081627135937397,-1.1970543554232365,-1.1799716816126755,1.0072990673581124,2.0703986089106223,-0.32187271018994457,-0.2583203572711174,industrial metal,industrial metal,Crescent Lament,indie,guitar,clean,ambient,riff_based,raw,youtube,band_tshirt,vans,both,none,short,headphones,commute,small,sitcom,lurker,blue,spiritual,storytelling,hoodies,cyberpunk,small_venue,open_minded,playlists,2000s,socialize,,high,high,extreme,hyperactive,D,X,Z,W,X,W,Z,W,Z,Z,X
Realize,industrial metal,usa,male,135.56863325487558,5.577527819730291,2.824809890423619,7.235007527684846,4.842966961904847,5.91724373159239,5.812198052423332,5.525970941937387,4.601819866130866,6.877743243013325,4.695973132061761,2.5550736828891902,84.11390386428437,8.864604381303025,4.290605281846528,4.710615772691508,4.5432510405034225,2.9631612313074256,5.654589573558448,4.0,1.0,8.437557873782794,2.0,7.473821021825311,7.8424767022458655,1037.5556064677232,891.1773614451,6.0,7.292432758473565,9.81468649100489,7.692945517322878,4.905937795103041,6.38824115054963,4.321526780940033,4.885519783635105,6.530568356581482,5.202855453817955,939.0796165350641,5.935817528715194,0.601103944020014,1.148495298580351,-1.454627597036103,0.4267689222175041,1.9893595585816115,-0.20435943653628302,-0.5714495709282644,-0.579619967676225,0.3316965787145939,-0.12607553636990937,industrial metal,industrial metal,Realize,indie,vocals,scream,groove,chugging,polished,tiktok,streetwear,sneakers,outdoor,light,shaved,headphones,gym,small,sitcom,active,blue,spiritual,abstract,hoodies,cyberpunk,festival,experimental,discover_weekly,modern,mosh,,mid,mid,intense,hyperactive,D,Z,X,Y,Z,X,W,Z,Z,Y,Z
Demonomancy,blackened death metal,italy,female,190.21562678676435,6.4359874632982415,9.168958759321423,9.267310995421852,8.162979007360528,7.657878123395233,8.18722902400938,6.734910725524994,7.728473507414462,3.8925273897858137,5.191919497978316,3.080188824103611,80.1501080771991,5.100781154245928,4.424099971729774,3.2142200785624184,3.652686310814859,2.240165825676918,5.5206993585596,3.0,2.0,6.945965859568198,0.0,2.6899551601423517,5.987012312785101,655.2002533930807,566.973923172737,1.0,6.319769558587456,6.224913385249673,7.188877312404016,3.5534402938556453,5.986638380832385,1.067421973350417,0.5113682922741205,1.821435831415408,3.4700917811583483,300.16782835147404,2.149776968265824,-0.5481591248437031,-0.8723851082937929,-0.8414601530946475,-0.20677216355189393,-0.09638181355848706,1.7634923105597426,0.21943995861993149,1.5560163269499772,-0.02170845988770261,-0.6576861087924688,blackened death metal,blackened death metal,Electric Callboy,underground,drums,growl,groove,tremolo,modern,bandcamp,corpse_paint,boots,indoor,light,medium,headphones,home,large,none,lurker,purple,anti_religion,abstract,tshirts,occult,festival,elitist,albums,90s,contemplate,,high,mid,intense,casual,B,Z,Z,X,W,Y,W,W,W,X,X
Revocation,technical death metal,usa,male,178.89382645474512,8.543675196484012,8.384025207742656,8.699031932704907,5.603762502844873,7.526709907970356,6.997038489400491,6.20352503924315,7.350869213951981,7.286077010892884,7.022815291406461,3.8197130357375895,80.24727778763327,6.383407718937073,3.7495835334944303,4.169828939099277,3.9689149398570027,2.925014034477424,5.532332901489563,4.0,2.0,8.202007785896962,2.0,5.842380171861462,8.075304665487383,1190.2400560901117,914.2698255865663,5.0,8.918950446852188,7.468644276854279,6.104452912615748,5.61707100166846,8.10699769638585,2.4325194881296017,0.27054205005675436,1.1947079201264215,5.010148512427363,665.3981073454012,3.7324418064602054,-0.17252198598398413,0.23857611005047125,-0.274854104030484,0.1297823224618433,0.644514088682196,2.0937788508227175,0.9265600692170585,-0.18886884930447648,-0.6643381795729958,0.06446892610267248,technical death metal,technical death metal,Revocation,underground,vocals,growl,groove,riff_based,raw,physical,hoodie_black,vans,indoor,full,medium,speakers,home,medium,anime,content_creator,red,occult,gore,hoodies,brutal,arena,open_minded,albums,2000s,film,,high,mid,extreme,active,A,Z,Y,Z,X,X,Z,Y,Z,Y,Z
Rise of the Northstar,metalcore,france,male,150.73454242939857,6.028298863431537,5.052388227320672,6.470433784841856,5.990545728813385,6.4447606660820895,6.036970397804848,6.149382864948632,3.816329423538194,7.241093455655799,6.906476756007384,4.3893817112041,100.52332837415314,5.163263508307581,3.8424119527829212,4.695224947608655,3.7387310466810906,3.633136958243039,7.548484115668807,6.0,1.0,6.354516461015735,3.0,2.6101343224204356,5.69222756119559,771.2017078021772,728.980425367857,1.0,5.677496835312394,9.284971574839194,9.192705817869005,5.075017580651611,8.202132634305059,4.673697963947326,2.786977086562856,5.433621829444038,4.252663389362677,838.8079329477158,6.269599057365298,-1.9498011756530316,-0.8478315477218382,0.7796210207358992,-0.911686276328237,-0.5368691328707993,-1.6608668758020833,-1.1602871459598532,0.8070971156549623,0.12904232858723516,0.6281492777578134,metalcore,eletronicore,Rise of the Northstar,indie,drums,clean,blast,riff_based,modern,spotify,alt_fashion,sneakers,both,light,medium,speakers,gym,none,sci_fi,active,black,sci_fi,emotional,tshirts,cyberpunk,arena,elitist,playlists,2000s,listen,,high,mid,intense,hyperactive,D,X,X,X,Z,Y,W,W,Z,Z,Z
Samurai Pizza Cat,metalcore,germany,male,157.77988474123072,6.277498791906773,5.8603633673362845,8.757693675156652,6.740195946729226,8.17064493814635,6.0843993186729985,6.6793415951505,6.1248563605155395,3.6624562495489075,3.13834144138468,2.9589468106804655,83.96693920676795,7.1794283817551205,2.278971142903022,4.655051511213323,3.59588374626608,1.8965292033279506,5.855066544522266,6.0,1.0,6.304350521699918,1.0,3.458167958046131,6.740177860856334,731.6698971866583,706.4611301897829,4.0,5.797113362599472,10.0,9.900173479676104,5.747471242170045,6.016199812194942,4.579646413096798,3.9502622353310533,3.728049546464552,5.7690941451456474,1155.7010539577257,6.416313281747674,-0.3322621562870741,-0.18824703835356665,-0.021346419070559747,0.7805411094965004,-1.0519278219798232,-0.35444799597628235,0.012345457426139817,0.7342234990261364,0.2654240456396075,-0.23626644503100197,metalcore,industrial metal,Cane Hill,indie,vocals,scream,technical,chugging,modern,spotify,band_tshirt,vans,outdoor,none,short,headphones,gym,small,metal_docs,active,black,emotional,emotional,vinyls,glitch,arena,open_minded,playlists,modern,listen,,high,mid,intense,hyperactive,D,Y,Z,Y,Z,X,Z,W,W,Y,W
Scelleus,progressive metal,slovakia,male,147.38342233950786,6.426638584587123,6.572603088064017,6.24643773623114,4.344848938437769,5.437025408814175,5.023917205030853,6.15194466008767,3.488474364639825,8.683030427926315,9.549859966675328,4.2039615050136385,114.75048922299082,8.4707348482744,4.286761421345311,4.729360590211682,6.739403765089176,5.06923428780006,8.82933531123881,4.0,0.0,4.7422365512366955,0.0,0.0,5.331449035651228,335.1421889256618,461.05791603491986,1.0,3.723970535708812,7.831983728906734,6.526794007505359,4.778612576539186,7.371286903548318,3.387743902194036,1.3145149706054768,1.8274044709847865,4.486850037112889,814.8985888159931,4.225278172103095,0.007384974130325764,0.32179136904849476,1.1368686334505633,-1.448357837970381,-0.23388051091793519,-1.0343577700936986,-1.1143896530507154,1.1468517551500457,-0.375395066920231,-0.45319473396873566,progressive metal,symphonic gothic metal,Scelleus,indie,guitar,mixed,technical,technical_riff,raw,apple_music,casual_jeans,docs,outdoor,light,short,headphones,work,medium,metal_docs,active,blue,philosophical,storytelling,vinyls,minimalist,small_venue,open_minded,random,90s,listen,,high,high,regular,active,C,X,Y,Y,W,Y,W,Z,W,Z,Y
Nachtlieder,black metal,sweden,female,169.91112274173977,7.427057686073558,9.731230793891777,9.044117992849571,6.923288730934317,8.04861006523433,9.608666217440483,7.281674322287871,6.909906550668815,5.5645384672936995,5.142671678761004,2.5,66.57859985482301,5.933371308769658,1.8080601265920424,4.1311594318223435,3.027181259915343,2.9655837561484133,2.2091310097546937,7.0,1.0,6.016887848737352,0.0,3.918398315649754,7.671432998033554,708.5150280962512,484.3146819500986,3.0,3.2105036999726213,4.3515409412570065,4.161653220933649,3.080737315819647,3.3330906553526045,0.3190232817875492,0.0,0.5237744703792602,2.9194931291543194,337.3590714814479,0.8129735597469203,0.16874759522818958,-3.4087120764716907,1.3152366287442812,1.2416372628987402,1.1011925333791985,0.9883377412115197,-0.9835804969268109,-0.8406237071641448,0.9038256886095176,-0.16576491665387216,black metal,black metal,Kanonenfieber,underground,guitar,shriek,blast,riff_based,modern,bandcamp,all_black,vans,both,none,medium,speakers,forest,large,metal_docs,active,black,anti_religion,abstract,patches,occult,church,experimental,playlists,old_school,drink,,extreme,mid,intense,casual,B,Y,Y,X,W,Z,Z,Z,Z,Z,Y
Sepultura,heavy metal,brazil,male,150.9577729910154,7.287126623349093,8.333542806020995,5.5761634269673355,5.438621230407611,7.334683895658946,7.769953721078318,5.688966065026665,3.7312411843942845,6.602541410495362,7.8344801916171924,3.7152052177715853,101.46213054288303,4.732038046938854,4.80866938473395,2.5905838653007427,4.709097947539094,3.757654060577248,4.879592828725038,5.0,0.0,6.870658487589601,2.0,6.898349815010257,6.801234314119471,870.1920666073066,613.6022118086996,5.0,5.8695574241134,9.677277264432433,10.0,5.677107869052847,8.376686234094707,4.999615168376474,4.390798444696006,6.57124225818075,6.055865494730455,1263.818836346799,8.060435330860898,0.37887691202017393,2.4112440396396844,1.1991704686772062,-0.40925030661018263,-0.5207317913982836,0.2865935472939267,-0.5631000774803041,1.075635401278862,1.288832392310989,-0.007436346645589392,heavy metal,eletronicore,Samurai Pizza Cat,underground,bass,mixed,ambient,chugging,modern,tiktok,alt_fashion,vans,none,light,medium,speakers,home,small,anime,content_creator,black,spiritual,political,tshirts,modern,festival,casual,albums,2000s,film,,high,mid,intense,hyperactive,D,Z,X,W,X,W,Y,Z,X,Y,X
Shadow of Intent,deathcore,usa,male,177.87092660786394,10.0,9.886312792315103,9.283717237189236,7.7451568758038105,8.63625469582638,10.0,9.614751288892997,8.910208564553425,8.52765837788704,6.72013895399231,5.751656214418629,117.50374322320758,7.4035915198885975,7.001839184246748,5.764384716134869,6.49365534602929,5.014215074106752,10.0,8.0,1.0,10.0,5.0,7.046215473122709,7.074587877413911,1183.327162093088,1026.3559029701735,4.0,7.584627847511488,7.580479325390946,9.914439012290996,5.361820650688633,6.977845732934665,3.623319121672841,0.006183616333218067,3.724900310253198,4.646720643554167,654.1415168830952,5.2661502962840725,0.24424174323057224,0.5664086773974751,1.2055405644802868,-1.4026906774030896,-0.8705319727294154,-0.636569327379835,0.47711953787947037,1.8464398509114404,0.9698976936554127,-1.740319565334422,deathcore,deathcore,Shadow of Intent,underground,bass,scream,blast,riff_based,raw,physical,hoodie_black,sneakers,both,none,medium,speakers,commute,small,horror,active,purple,occult,gore,tshirts,vintage,small_venue,elitist,albums,old_school,mosh,,extreme,high,extreme,active,A,Y,Z,Z,X,Y,Z,Y,X,W,Z
Shylmagoghnar,melodic black metal,netherlands,male,175.095085935434,8.642630286631269,9.782850762196249,8.943456363673768,8.7917275073596,7.761673946856734,8.808562535863333,9.261357218718171,7.331585401345789,7.084179660468543,6.538652444911283,2.560785556464282,91.25179429289662,5.304166217478064,5.850926206965625,5.8275292800807446,3.5453432312991424,4.228323979060139,6.304656733962261,6.0,1.0,7.025541280141786,1.0,1.5768278791662331,6.08720219520995,763.2696706655132,607.8317842134034,4.0,4.745824824809286,5.895399706049014,5.037506117487839,3.8120630853737714,4.517297362684958,0.0,0.8052993144531826,0.812428124992774,4.583718374318341,146.23377641890437,1.7390022402078693,-0.26434369726567053,-0.595703275413406,-1.0369939046587182,1.5949368233406982,0.1554642443691435,0.072573080591019,-0.32202262863813463,-0.2586929792418571,-0.27624838521399475,0.46155391796127865,melodic black metal,melodic black metal,Shylmagoghnar,major,guitar,scream,blast,tremolo,raw,youtube,band_tshirt,sneakers,indoor,full,long,speakers,home,large,metal_docs,active,black,occult,philosophical,tshirts,minimalist,church,elitist,discover_weekly,old_school,listen,,extreme,mid,intense,casual,B,Z,W,W,W,Z,Y,Z,Y,X,X
Siege of Power,thrash metal,usa,male,213.96510589893748,9.916690990526437,8.886308722578798,7.5111149592197926,7.525254196157146,8.908286820193847,10.0,9.470708611429378,6.291601698962057,7.620950055162255,7.306743085795429,4.107245170676973,91.61460494521715,7.68338573415325,2.594945982053372,4.685642113813698,4.223331765770074,3.3175364894231594,4.4579177182307825,5.0,1.0,9.629946144634635,2.0,8.087500385943557,10.0,961.3319263380189,962.1311446653823,6.0,7.880866379138897,5.627037023506274,7.225646818973059,4.296974953482133,4.569248326169506,1.050595077262555,0.23988044942207082,1.8004145075524771,3.3532599505058074,397.4638761791254,1.8068324744446733,0.2861949425543167,1.927369755230228,0.4826354994557758,-0.06734265280915312,0.4990226007177441,-0.4774186214077085,-0.6484181249684061,0.034706067142122404,0.7558215041883719,-0.4510012294467944,thrash metal,thrash metal,Shadow of Intent,indie,drums,pig_squeal,blast,chugging,raw,physical,band_tshirt,vans,outdoor,full,long,headphones,commute,none,horror,lurker,black,gore,political,tshirts,brutal,arena,open_minded,random,modern,listen,,extreme,mid,extreme,casual,A,Y,Z,Y,X,Z,Y,W,Z,W,X
Signs of the Swarm,deathcore,usa,male,198.34619613937912,7.715958308134255,10.0,9.084922584480852,8.35144011344431,9.496576118760279,9.869632754335777,8.305391289777091,8.55822256016178,7.828306281924417,6.707461827073112,4.941222896098874,83.46809751214035,7.232934308851109,5.1485942485541365,4.70148616549575,5.593102771908277,5.288955467396829,8.082726542306146,10.0,2.0,9.267002577895633,3.0,6.678571553230627,9.630090662761887,1181.8541974739799,1022.8482926084348,4.0,8.813005071797614,10.0,8.539778912953075,4.381158899786372,5.951089558383344,2.825553756461958,0.8555896533399336,2.1361816441896333,4.948151086550292,622.6154070217382,3.9342366707605714,1.002031993310248,-0.3474311704861944,-0.6075290409554163,1.9076359704420263,1.642848168853183,1.6142460943748966,0.051554563324959245,-0.5234466424801542,0.07796139746004017,1.2615350748110512,deathcore,deathcore,Suicide Silence,indie,guitar,growl,blast,melodic,polished,spotify,hoodie_black,vans,both,light,short,amp_stack,commute,small,metal_docs,active,black,other,political,tshirts,brutal,arena,open_minded,albums,old_school,mosh,,extreme,mid,extreme,active,A,Z,X,Z,Z,W,Y,X,Z,X,W
Spirit Box,heavy metal,canada,female,156.49821759909258,6.300169265852109,8.081602127365596,7.892733275031994,7.904166535965741,6.731944720312076,7.805269279371065,8.811202656253002,3.3517784343629473,5.290975789884721,8.035270211724056,4.443653738402201,95.59209625133012,6.887748914943194,6.214416226379014,4.608053593564817,6.143969870371145,4.377779422043532,7.597975344454588,2.0,2.0,6.877642527130596,0.0,3.9128986237696513,5.093656640430536,544.4640678850379,567.4566548630316,1.0,3.95741837867483,10.0,9.197384993918341,6.181852833923251,8.072273516902271,5.093828566676943,2.54244879318713,4.630748269333061,7.271823893071176,1037.9030233439262,6.1902837385432115,-0.09549807330964437,0.13251938582805775,-1.6490663313591984,1.2213561293133421,0.35375047837249485,0.5469595150160383,-1.1469627282664296,-0.34643625218509994,-1.2357459785659517,0.5910534756424747,heavy metal,eletronicore,Accuser,indie,drums,clean,ambient,riff_based,modern,spotify,band_tshirt,sneakers,none,light,medium,headphones,commute,medium,sci_fi,content_creator,other,spiritual,storytelling,hoodies,modern,arena,open_minded,random,modern,socialize,,high,high,regular,active,D,Y,W,W,W,W,Y,X,W,Y,Z
Suicide Silence,deathcore,usa,male,196.3728026725981,8.268615325772016,9.314119254489341,9.00044317923986,5.451289345006589,7.745979618295032,8.494988697650298,7.262182549322296,3.1454711320857993,6.331425282236834,6.1770436757260825,4.336367422882697,90.47564779749841,3.8563123998061672,3.8358780823148257,4.41508851112883,4.1427340100394066,2.354802965444299,7.690316615064706,9.0,4.0,10.0,3.0,7.5314450721421204,9.681867958165823,1169.0971120835409,1170.2887576456592,6.0,5.619545574448627,9.441863943558173,6.244167615833939,4.288160922743312,6.100561496205789,0.8929285182444548,0.0,1.5049156728272999,4.210006857814925,782.6833927984414,4.88259026430243,0.31759489083167675,-0.48711581039762725,-0.2874711320558362,-0.798145704786435,0.643992678531235,0.669823420916438,0.4288032178339101,1.7114227989324904,0.6727293784977457,1.1700664042196551,deathcore,technical death metal,Suicide Silence,underground,guitar,growl,blast,chugging,polished,youtube,hoodie_black,sneakers,none,light,long,amp_stack,home,medium,metal_docs,content_creator,black,occult,gore,tshirts,cyberpunk,small_venue,experimental,playlists,modern,mosh,,high,mid,extreme,active,A,Y,X,X,Z,X,Y,Y,X,W,X
System Of A Down,nu metal,usa,male,148.71165642994694,4.368722635710143,4.919532738499718,6.656226319947731,3.768884064236208,6.529322131079701,6.002772140816962,6.573713571744309,4.895862043400731,6.05730528481252,6.452980937773493,3.221267307480147,104.17446919127832,5.11109707476481,4.19596048407389,3.924367152242436,4.887547753359543,2.736684815101248,6.465984782067046,6.0,1.0,5.419968856005626,1.0,3.9075228223687324,6.432614934389217,1043.631238658389,744.0126776225463,2.0,5.815607655726592,9.57868286269263,8.867255700257234,5.139116425609789,5.917514746892091,4.523012071523576,1.1299651817641043,1.628733127193922,6.470848765211103,953.0312392188404,4.225656939323189,-0.18617106266411843,1.6519918374433393,1.3247369656272514,-0.0849898009367489,0.7192752369203216,-2.6669174780328975,1.13138676195831,-1.0042345261302041,0.14613164095694817,-1.0110037937149083,nu metal,nu metal,Abnormality,indie,guitar,growl,groove,chugging,polished,spotify,streetwear,sneakers,outdoor,light,short,headphones,commute,medium,metal_docs,active,black,spiritual,storytelling,hoodies,minimalist,arena,open_minded,albums,2000s,mosh,,mid,mid,intense,active,D,X,Y,W,X,Z,Z,Y,X,Z,Z
The HU,folk metal,mongolia,male,144.14825208410963,6.177484260713394,4.527680305138773,5.472244129355908,4.369763920195353,5.762596939447746,5.273483503694954,5.452449101464542,3.535649915823577,7.847928719059419,10.0,5.466208206850784,116.1010418635352,8.312564920220371,3.6169107378158274,5.537623765148912,7.93300853201222,3.920318783925527,9.708166713453164,9.0,1.0,6.111095689977076,3.0,4.9584168875823496,6.34120361324787,878.2306625081952,853.5477648626288,2.0,6.836102432738762,10.0,6.265233189218121,7.097396786182511,6.654445996301192,2.907420665723298,3.2020332980982062,4.325053723178536,4.994979246572794,834.5785996111966,4.722244602911012,-0.6467589164795713,-0.10498470630588037,0.4607420101184635,0.12103793966357433,-1.1530153819326303,-0.06678867882881083,-0.07920404098801156,-0.942118821850772,2.5935480020693076,-0.37138664118742654,folk metal,folk metal,Demonomancy,major,bass,growl,ambient,ambient,polished,youtube,minimalist,docs,indoor,full,shaved,headphones,home,large,sci_fi,lurker,blue,philosophical,abstract,vinyls,minimalist,small_venue,experimental,albums,modern,listen,,mid,high,intense,active,C,Z,X,X,X,W,Y,Z,X,Y,Y
Thy Art Is Murder,deathcore,australia,male,192.44388628253694,9.664264923869514,6.68786522220954,6.865998240962386,5.9558850602902265,7.172553580130637,6.758635230294851,5.790580894043572,4.9675039534344325,7.318839829810058,6.095904328109995,3.2114565671188187,108.83707042552967,7.83463038333526,4.888482859588746,4.597095096436243,6.193576354288263,4.036297231086031,7.606502630938724,5.0,1.0,9.223142320602824,1.0,6.844217048815279,7.778931367998804,970.752294556769,854.4839986445172,7.0,7.526605950358939,7.12688830190015,8.635444266230596,4.946642631537123,6.670704851553339,4.017297968734839,3.696009596620362,2.0442102801668267,5.947740000904909,758.6799813191495,4.09530070617977,0.5228796669176042,0.14948410073950924,2.017809371605892,1.5263031999864394,-0.9633320704695443,2.083210959059034,-0.2026489933002083,1.610900936414377,1.45727086327856,-1.2424584874574092,deathcore,deathcore,Lorna Shore,indie,drums,pig_squeal,groove,riff_based,raw,spotify,band_tshirt,vans,both,none,long,headphones,work,large,metal_docs,active,red,occult,abstract,tshirts,vintage,arena,casual,playlists,old_school,film,,high,high,extreme,active,A,W,W,W,Z,Y,Y,Y,Z,W,X
Tool,progressive metal,usa,male,119.41035206549161,6.116353025891664,7.583769466499955,7.328337647804324,8.537915123967412,6.169552466848367,5.594858085522115,6.976770040739778,3.7012924213387075,8.34841559648461,9.051856241682767,2.7686053112405116,98.11093175694626,7.783874500770235,3.6111449598433856,5.058311180871955,5.577163200047472,3.9977415534716694,8.046897690477206,6.0,0.0,5.805946976968147,2.0,2.8132552590150173,6.100338411238205,608.0196633127737,661.2771613369156,3.0,4.135378217577382,6.155168937134732,7.947477595145681,4.413613399390787,6.79462159141505,3.0891051453654654,2.89639407725711,4.439768572024673,5.580678798696115,764.8305379239225,5.199559295524557,-0.5552259441702052,1.2037821530254462,0.17723014526811154,0.437517713367115,-1.0838962896056503,1.3261290700366843,0.3734403532155694,0.6245484258883623,0.7111501569345241,-0.7051912089293261,progressive metal,progressive metal,Conjurer,indie,guitar,clean,technical,melodic,raw,bandcamp,minimalist,docs,none,none,long,studio_monitors,work,small,metal_docs,lurker,green,sci_fi,political,hoodies,abstract,theatre,elitist,playlists,90s,drink,,high,high,intense,active,C,Z,X,Z,W,Z,X,Z,Z,X,Y
Trappist,grindcore,usa,male,216.4545203843633,7.397261076351653,9.233098920733578,7.072393292600408,5.803385042197335,7.499556604433803,6.191099277914764,8.100088222500613,5.206844027416406,7.311504950770335,6.582356824934376,5.568391603923376,114.28706799294682,5.498366616979948,5.290014637132918,4.840065837470693,5.918510671219648,4.216968255049717,10.0,8.0,2.0,10.0,2.0,5.945303232447084,6.7969608882138095,858.6556841795222,981.7758232853147,4.0,9.054721098155142,7.900458377490521,4.768962217895961,5.2806276484347645,5.263758590426538,3.163877040675658,1.7529513689211669,4.321068204289707,5.015163253405026,687.6257239341253,4.240920079209479,0.38614690099219057,0.5851394574610765,2.4478027535929074,0.17629262109645927,-1.3321457556916456,-1.8470895859203031,-2.028469418831545,2.1203702490425242,0.24917050128817964,1.2521054245085916,grindcore,grindcore,Trappist,underground,drums,scream,blast,riff_based,modern,bandcamp,band_tshirt,sneakers,indoor,full,medium,headphones,commute,medium,horror,lurker,black,gore,abstract,hoodies,vintage,small_venue,elitist,random,modern,mosh,,high,high,extreme,active,A,Z,Z,Z,Y,Y,Y,X,X,Z,W
Trollfest,folk metal,norway,male,132.22694216221348,5.778693439092494,4.584404577633264,4.677303312871935,3.04154522662291,5.301149263206208,5.896489954063791,6.156210451257164,5.947456363264175,9.920131702924866,10.0,5.101110121776673,125.09615449829167,8.127057782799389,4.264302553797604,5.788981844767565,6.920378990973142,6.769321029776454,10.0,5.0,0.0,6.638683245966705,1.0,4.833334264207975,6.435449812360322,794.9686564237547,889.7982870366666,2.0,6.408061271829385,8.916096595684705,7.088718811756755,4.061872810002995,7.675367037485274,5.1373489394001055,1.4229732820667915,2.6042455747084836,4.72342575171197,784.6276723036272,3.641655553670719,0.02825537151004551,-0.054348065134071935,0.17752122551705124,-0.1998795870983077,0.7954598748704036,-0.3134258326835941,0.5368174565978674,-0.45043863782585325,0.16372225505801816,1.4874905779224952,folk metal,folk metal,Burning Witches,indie,drums,clean,technical,melodic,polished,spotify,band_tshirt,sneakers,outdoor,none,short,headphones,work,large,metal_docs,content_creator,other,philosophical,storytelling,tshirts,abstract,small_venue,open_minded,random,70s_prog,listen,,mid,high,intense,active,C,W,X,X,Z,Y,Y,Y,W,Z,X
Twelve Foot Ninja,heavy metal,australia,male,144.98377854470144,7.798636862658578,5.762746986365865,6.566679212073414,3.9835278515485815,6.301288587179241,6.410820624073244,6.546532816714539,5.676560257913993,6.483615809588231,7.359267362054442,4.010895263352826,110.89331191518124,7.623652512195621,5.150995520190287,3.722654977543181,5.925236281270327,4.393329451534605,5.635935273579846,5.0,1.0,6.894571319567351,2.0,2.192130497811857,6.317592238754378,760.1887545862395,717.744614475723,0.0,5.0707266036849985,10.0,9.411700105153738,5.103850959686235,5.1431656188643835,4.3810342581755926,2.2136789478121273,5.24868356152456,5.130750459387859,937.7481238898526,6.168971246695712,-0.3039346765201432,1.110390972357463,0.022480296153736364,-0.0505570358546391,0.29005009166375534,-1.2015194659187214,3.1018858037448633,0.12628113723756937,-1.0036894036331077,-1.1481332948044598,heavy metal,heavy metal,Twelve Foot Ninja,major,vocals,clean,groove,ambient,modern,spotify,band_tshirt,vans,outdoor,light,medium,speakers,gym,small,sci_fi,content_creator,other,sci_fi,abstract,tshirts,modern,arena,open_minded,playlists,2000s,listen,,high,high,intense,active,D,X,X,Z,W,X,W,Z,Y,X,Y
